Name,BSE Code,NSE Code,Industry,Current Price,Sales growth 3Years,Sales growth 5Years,Profit growth 3Years,Profit growth 5Years,Sales growth 10years median,Sales growth 5years median,Sales growth 7Years,Sales growth 10Years,EBIDT growth 3Years,EBIDT growth 5Years,EBIDT growth 7Years,EBIDT growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,Profit growth 7Years,Profit growth 10Years,Change in promoter holding 3Years,Average Earnings 5Year,Average Earnings 10Year,Average EBIT 5Year,Average EBIT 10Year,Market Capitalization
Advance Syntex,539982,,Textiles - Spinning - Synthetic / Blended,6.65,-73.77,-60.57,13.46,,-18.49,-34.20,-47.32,-32.13,,,,,13.46,,,,,,-0.07,-1.76,-0.18,0.27,3.35,7.38
Advanced Enzyme,540025,ADVENZYMES,Pharmaceuticals - Indian - Bulk Drugs & Formln,433.15,7.53,8.26,-0.37,5.27,7.31,5.82,9.57,10.08,0.27,5.17,6.69,16.91,-0.40,5.24,6.64,21.39,6.67,21.73,-9.28,128.91,106.57,184.83,159.40,4843.66
Advani Hotels.,523269,ADVANIHOTR,Hotels,77.35,56.56,8.45,100.00,17.03,9.53,6.87,8.48,10.24,171.09,15.92,10.49,15.68,99.98,17.02,15.81,26.28,15.82,26.28,0.08,13.41,10.62,17.94,14.93,715.01
Advik Capital,539773,,Finance & Investments,2.84,411.88,184.05,398.22,121.24,38.94,64.76,97.59,78.41,224.34,103.40,60.57,55.23,398.23,121.24,90.37,62.30,90.44,62.35,-37.27,3.27,1.67,6.76,3.50,121.60
Aegis Logistics,500003,AEGISLOG,Trading,735.35,22.39,4.64,35.99,20.47,17.22,20.49,8.70,3.43,37.38,23.76,26.76,24.73,35.99,19.28,23.91,24.20,24.79,24.82,0.36,339.40,243.09,554.80,382.98,25810.79
Aelea,544213,,Food - Processing - Indian,186.40,-33.10,,3.37,,6.02,6.02,,,1.04,,,,-92.83,,,,,,,,,,,379.67
Aeonx Digital,524594,,Trading,128.00,19.67,-27.52,-17.63,21.67,-2.18,-14.19,-19.80,,-7.11,141.41,-9.59,,-17.63,21.67,-7.82,,-7.82,,-0.03,-0.47,,-0.12,,58.88
Aeroflex,543972,AEROFLEX,Steel - Medium / Small,151.56,29.98,17.02,79.34,42.61,11.87,11.87,,,42.72,22.88,,,0.66,0.84,,,,,,23.40,,37.77,,1959.98
Aerpace Indus,534733,,Trading,44.88,,,,,,,,,,,,,,,,,,,8.87,,,,,613.39
Aether Industri.,543534,AETHER,Chemicals,905.70,9.81,24.25,11.59,33.43,49.04,31.18,57.82,,14.83,28.78,81.01,72.95,-52.70,-22.86,34.23,18.76,90.95,49.95,,89.64,47.62,129.04,70.79,12005.08
Affle India,542752,AFFLE,Computers - Software - Medium / Small,1482.95,52.78,49.18,30.16,43.52,33.83,33.83,,,34.57,42.62,,,26.10,39.44,,,,,-4.75,191.21,,224.55,,20797.79
Affordable Robo.,541402,,Engineering,542.80,38.85,12.76,56.66,1.16,24.37,34.22,19.08,20.03,128.29,0.96,5.07,24.30,56.56,1.08,-21.63,-14.87,5.55,22.31,-5.84,2.50,2.94,6.39,6.42,610.45
AFLOAT Enterpris,543377,,Trading,11.94,-44.87,129.02,,8.45,-37.46,-37.46,,,65.10,24.57,,,42.62,-68.12,,,,,,0.02,,0.06,,5.44
Agarwal Float,,AGARWALFT,Trading,92.85,35.63,,-8.74,,14.47,14.47,,,0.65,,,,-40.36,,,,,,,0.81,,2.30,,67.26
Agarwal Fortune,530765,,Trading,22.05,334.45,,37.30,-31.84,-40.00,-100.00,119.56,57.22,54.20,-33.69,15.33,14.87,37.30,-31.84,15.04,13.11,15.04,13.11,1.98,-0.18,-0.08,-0.12,-0.04,7.74
Agarwal Indl.,531921,AGARIND,Petrochemicals,1217.55,32.97,31.94,39.48,52.03,26.08,26.08,32.46,27.90,34.78,36.21,30.76,28.59,23.00,40.98,35.25,22.95,42.94,35.85,-4.20,65.78,37.44,91.12,55.90,1821.19
AGI Greenpac,500187,AGI,Packaging,767.60,24.32,8.57,42.09,83.32,6.40,13.48,2.25,3.55,28.14,23.15,10.27,8.06,42.09,87.44,15.10,16.41,13.29,16.17,0.00,167.82,125.61,264.70,220.28,4966.17
AGI Infra,539042,AGIIL,Construction,857.05,38.42,29.39,45.47,41.20,21.11,21.56,10.45,,34.14,28.43,25.65,,45.47,36.24,35.44,,38.95,,0.00,33.68,,48.40,,1047.03
Agio Paper,516020,,Paper,5.35,,,3.69,7.21,,,,,22.78,14.20,9.92,6.47,3.69,7.21,4.20,6.13,4.20,6.13,0.00,-1.32,-1.00,-0.56,-0.48,8.63
Agni Green,,AGNI,Electric Equipment,45.20,0.80,2.46,51.17,-29.23,42.99,42.99,-0.61,,-0.41,-9.98,2.97,,8.10,-42.13,-54.78,,-14.74,,,-0.14,,1.30,,88.30
Agri-Tech India,537292,AGRITECH,Miscellaneous,236.07,-5.57,-1.21,159.43,62.60,6.25,-17.86,21.90,8.62,346.02,82.81,56.72,45.55,159.43,62.60,49.87,37.78,49.87,37.78,-14.37,1.54,0.43,1.92,0.67,140.23
Agro Phos India,,AGROPHOS,Fertilizers,45.99,21.33,11.23,,,5.55,12.89,7.55,5.59,,,,,,,,,,,0.00,2.45,2.82,5.18,5.78,93.24
Agro Tech Foods.,500215,ATFL,Food - Processing - Indian,883.75,-5.23,-1.60,-35.16,-23.65,1.43,1.43,-0.82,-0.06,-17.25,-11.59,-7.49,-6.54,-35.16,-23.65,-14.30,-14.95,-14.30,-14.95,0.00,21.90,25.86,31.19,38.57,2153.70
AGS Transact,543451,AGSTRA,Computers - Hardware,84.59,-5.79,-4.02,,,-0.29,-2.30,1.69,,-20.82,-12.04,4.74,,,,,,,,,3.24,,175.71,,1034.14
Ahasolar Technol,543941,,Trading,432.30,181.73,197.63,-20.63,31.95,101.44,101.44,,,48.47,,,,-88.25,-58.06,,,,,,0.51,,0.57,,133.25
Ahimsa Industrie,,AHIMSA,Plastics Products,27.60,-12.81,-17.40,,,-7.58,-16.89,-18.18,-3.78,-68.82,-53.16,-47.06,-31.81,,,,,,,0.33,-0.43,0.13,-0.04,0.98,15.11
Ahlada Engineers,,AHLADA,Steel - Medium / Small,112.14,17.75,4.63,10.23,3.80,6.55,4.07,11.87,,7.35,1.60,16.74,,10.23,3.80,5.08,,22.65,,-1.06,8.35,,16.62,,144.90
Ahluwalia Contr.,532811,AHLUCONT,Construction,1357.05,24.83,17.05,44.30,14.64,10.34,7.42,15.26,14.91,33.95,13.43,12.91,24.31,44.30,14.64,15.24,54.51,15.24,55.49,-2.68,144.47,118.94,236.27,199.66,9090.55
Ahm. Steelcraft,522273,,Trading,165.35,-26.51,-40.46,,,-31.39,-64.43,-21.44,-23.91,,,,,,,,,,,1.99,-0.93,-0.46,-0.94,-0.46,67.63
AI Champ.Inds.,532806,,Textiles - Jute - Yarn / Products,52.53,-12.62,-19.61,,,-10.14,-9.12,-11.67,-18.33,,,,,,,,,,,0.00,-19.80,-11.93,-16.10,-4.84,161.55
AIA Engineering,532683,AIAENG,Castings & Forgings,4499.05,18.98,9.60,28.12,18.81,4.96,-1.12,11.64,8.85,26.60,16.86,11.90,11.80,28.12,18.81,14.06,12.80,14.06,12.80,0.00,780.84,611.26,1015.67,817.58,42435.21
Aik Pipes & Poly,544072,,Plastics Products,160.00,54.63,,135.83,,49.27,49.27,,,107.86,,,,-6.23,,,,,,,1.31,,1.87,,101.81
Aimco Pesticides,524288,,Pesticides / Agrochemicals - Indian,97.35,5.69,1.01,,,0.59,-5.16,11.22,4.03,,,,,,,,,,,2.15,1.41,3.73,4.72,6.18,93.29
Aimtron,,AIMTRON,Electronics - Components,512.50,20.77,,-3.98,,29.90,29.90,,,4.72,,,,-65.70,,,,,,,,,,,1046.21
Aion-Tech Soluti,531439,GOLDTECH,Computers - Software - Medium / Small,133.73,23.10,17.56,,,0.34,16.96,14.05,2.39,32.91,5.66,18.08,-18.58,,-8.13,,,,,35.07,-0.38,-0.56,0.62,-0.02,462.47
Airan,543811,AIRAN,Computers - Software - Medium / Small,29.38,16.75,16.80,32.69,29.54,18.85,14.94,20.34,,23.43,16.15,23.90,,32.69,29.54,10.85,,39.51,,-2.58,8.34,,11.40,,367.31
Airo Lam,,AIROLAM,Miscellaneous,128.63,15.66,13.12,14.94,14.40,10.66,18.15,16.59,12.45,19.37,15.86,16.70,13.65,14.94,14.40,7.02,7.46,23.52,18.80,0.79,6.53,4.53,12.35,9.26,192.97
Ajanta Pharma,532331,AJANTPHARM,Pharmaceuticals - Indian - Formulations,2828.50,13.35,15.41,7.45,15.85,12.45,12.45,11.35,13.29,6.85,16.21,8.26,12.53,8.55,16.76,7.52,13.72,6.80,13.20,-4.08,647.43,533.42,874.83,720.08,35615.81
Ajanta Soya,519216,,Miscellaneous,30.83,3.15,8.03,-45.42,27.62,9.43,9.43,5.56,8.01,-34.75,30.54,-0.04,10.10,-45.42,27.62,-6.77,13.23,-6.27,13.66,0.46,16.10,9.17,24.40,14.96,248.13
Ajcon Global,511692,,Finance & Investments,43.40,-30.56,-13.49,24.36,110.84,-4.00,-13.25,8.24,7.36,12.95,3.46,-0.98,-3.37,24.36,110.84,12.41,15.73,12.41,15.73,-1.23,0.61,0.45,1.70,2.20,26.56
Ajel,530713,,Computers - Software - Converts,22.87,24.19,3.94,19.75,13.25,-21.69,-18.35,-12.15,-17.88,23.31,8.45,,,19.75,13.25,-1.24,,-1.24,,0.61,-0.44,-0.57,-0.41,-0.42,26.64
Ajmera Realty,513349,AJMERA,Construction,718.20,26.39,12.90,50.47,6.45,3.22,0.68,14.13,24.47,27.65,7.35,8.06,20.47,50.47,6.45,6.72,20.36,6.72,20.36,4.46,56.56,57.37,133.64,122.48,2548.17
Ajooni Biotech,,AJOONI,Food - Processing - Indian,7.68,16.38,15.10,80.06,39.42,26.95,7.56,15.89,63.98,38.71,34.14,29.64,83.92,87.08,32.22,-14.16,21.31,33.89,71.18,-24.75,1.02,0.63,1.91,1.18,132.28
Ajwa Fun World,526628,,Recreation / Amusement Parks,37.45,113.02,-8.28,28.22,-3.29,-4.74,-4.74,-4.75,-3.25,42.49,-6.24,27.02,2.52,28.22,-3.29,11.34,8.80,11.34,8.80,0.00,-0.60,-0.43,-0.47,-0.33,23.93
Akanksha Power,,AKANKSHA,Electric Equipment,122.25,,,,,22.65,22.65,,,,,,,,,,,,,,,,,,226.39
Akar Auto Indust,530621,,Auto Ancillaries,112.15,25.99,6.21,57.85,-0.61,11.79,2.14,10.26,10.16,32.13,5.21,8.09,10.77,57.85,-0.61,12.84,23.06,12.82,23.05,0.00,2.70,2.78,13.02,12.18,120.99
Akash InfraProj.,,AKASH,Construction,37.21,-3.94,-8.40,-41.18,-33.05,-14.42,-7.51,-8.65,-8.96,-3.42,-6.99,-7.51,-10.22,-41.18,-33.05,-35.53,-35.09,-34.57,-31.26,0.00,1.13,2.13,5.03,5.56,62.75
AKG Exim,,AKG,Trading,21.66,20.71,9.28,3.98,7.35,18.62,18.62,,,6.00,-0.96,,,4.00,7.37,,,,,-13.44,1.68,,3.36,,68.83
AKI India,542020,AKI,Leather / Leather Products,23.31,13.12,10.29,39.59,22.16,4.67,9.14,7.05,,6.59,5.28,7.37,,28.56,16.27,19.28,,37.02,,-18.57,1.01,0.55,2.90,2.42,199.92
Akiko,,AKIKO,Finance & Investments,75.30,,,,,121.44,121.44,,,,,,,,,,,,,,,,,,81.10
Akme Fintrade,544200,AFIL,Finance & Investments,113.26,-5.75,-3.29,3.65,0.98,3.08,3.08,,,-8.25,-6.39,,,-8.46,-32.20,,,,,,14.79,,58.45,,483.34
Aksh Optifibre,532351,AKSHOPTFBR,Cables - Telephone,8.93,-6.81,-16.11,,,-9.40,-9.49,-10.76,-0.80,,,,,,,,,,,-2.05,-27.39,-4.18,-4.10,20.84,145.29
Akshar Spintex,541303,AKSHAR,Textiles - Cotton/Blended,2.42,16.89,11.70,40.78,9.09,8.42,8.42,10.63,,18.06,0.69,2.36,,40.79,9.09,3.68,,4.28,,-34.44,0.64,1.87,3.43,4.65,72.60
AksharChem (I),524598,AKSHARCHEM,Dyes And Pigments,366.05,7.01,-1.32,,,-5.25,-9.75,2.84,7.62,-57.19,-44.57,-41.31,-24.61,,,,,,,0.00,4.76,15.33,9.66,25.11,294.05
Akzo Nobel,500710,AKZOINDIA,Paints / Varnishes,3117.50,17.83,6.30,26.84,17.15,4.71,4.20,6.36,5.44,22.20,13.27,9.75,12.94,26.84,17.15,10.67,15.94,10.28,15.66,0.00,299.95,262.34,412.38,360.25,14197.19
Alacrity Sec.,535916,,Finance & Investments,100.04,38.71,39.58,78.30,37.25,8.42,64.15,39.42,65.15,70.70,51.74,42.35,32.05,78.30,37.25,57.32,43.94,57.32,43.94,8.96,2.68,0.75,5.13,2.41,241.70
Alan Scott Inds.,539115,,Textiles - Products,65.50,731.55,,,,320.97,320.97,,,0.00,,,,,,,,,,19.79,,,,,23.79
Alankit,531082,ALANKIT,Computers - Software - Medium / Small,26.30,27.02,12.62,28.00,8.15,23.53,11.43,15.67,,17.18,5.02,6.72,,3.40,-4.85,-2.77,,6.54,,-17.18,13.14,11.87,19.06,17.64,713.15
Albert David,524075,ALBERTDAVD,Pharmaceuticals - Indian - Bulk Drugs & Formln,1260.90,13.69,2.73,52.20,22.89,1.14,6.07,3.06,2.35,43.39,17.85,17.21,12.07,52.20,22.89,24.95,19.60,24.95,19.60,0.88,37.09,26.36,50.29,38.05,719.97
Alchemist Corp.,531409,,Trading,12.25,,,-18.64,11.84,-89.13,-89.13,,,8.20,18.89,15.61,13.61,-18.64,11.84,12.35,9.60,12.35,9.60,0.00,-0.03,-0.07,-0.01,-0.06,6.01
Alembic,506235,ALEMBICLTD,Construction,146.80,28.91,4.93,-7.57,4.78,-0.55,6.39,0.97,,87.86,19.04,17.58,,-7.57,4.78,9.33,,8.73,,0.00,270.35,221.33,79.55,56.19,3769.56
Alembic Pharma,533573,APLLTD,Pharmaceuticals - Indian - Bulk Drugs & Formln,1245.05,4.92,9.62,-18.72,1.07,10.19,10.19,10.46,12.83,-15.04,1.70,6.46,10.23,-18.72,0.23,5.52,9.58,6.15,10.04,0.13,690.42,584.87,835.91,732.37,24473.09
Alexander Stamps,511463,,Trading,14.94,-22.05,-18.96,,,-34.55,-34.55,-36.25,14.87,,,,,,,,,,,-11.03,-0.03,0.07,-0.03,0.12,13.91
Alfa Ica (I),530973,,Miscellaneous,72.50,7.48,4.09,7.56,6.26,-0.74,0.75,4.60,1.81,5.10,2.01,4.84,3.21,7.56,6.26,8.16,8.84,8.16,8.84,0.00,1.48,1.33,3.54,3.35,29.29
Alfa Transformer,517546,,Electric Equipment,94.26,37.31,-4.67,37.60,47.52,0.46,-40.11,10.35,6.82,39.54,22.90,43.57,20.00,37.60,47.52,21.27,15.12,24.73,18.73,-0.08,-3.08,-2.41,-2.29,-1.11,86.25
Alfavision Overs,531156,,Miscellaneous,17.44,-66.40,-41.85,-40.66,36.08,1.08,1.08,-28.14,-22.19,-26.75,1.02,5.59,11.50,-40.68,36.06,-0.01,0.74,0.00,0.74,0.00,0.84,0.51,2.02,1.31,54.98
Alfred Herbert,505216,,Finance & Investments,1500.00,-37.35,-32.90,59.97,-22.26,-32.35,-35.14,-24.37,-21.39,189.78,-24.52,14.25,-6.70,59.97,-22.26,13.12,-5.42,13.12,-5.42,0.07,0.81,0.38,0.94,0.54,115.50
Algoquant Fin,505725,,Finance & Investments,1199.45,131.24,245.68,57.47,63.02,5.43,290.23,38.12,4.57,72.35,78.32,18.22,16.83,57.23,62.90,14.94,21.60,14.95,21.66,-0.24,-0.97,2.31,3.29,4.97,963.88
Alicon Cast.,531147,ALICON,Castings & Forgings,1306.25,22.49,5.57,223.17,3.16,11.29,11.29,10.57,11.34,32.29,5.98,12.22,13.23,208.68,-0.22,9.51,8.12,13.87,12.33,-6.58,30.46,30.98,75.99,74.03,2124.20
Alkali Metals,533029,ALKALI,Chemicals,126.29,14.37,2.98,39.32,-3.29,-0.99,-3.07,4.44,2.29,13.42,3.12,3.33,9.06,39.32,-3.29,13.48,10.55,13.48,10.55,-0.05,1.47,1.44,5.11,4.98,128.56
Alkem Lab,539523,ALKEM,Pharmaceuticals - Indian - Bulk Drugs & Formln,5295.75,12.63,11.48,6.78,19.88,13.42,9.21,12.12,15.07,6.20,16.20,12.63,16.04,6.78,19.88,11.33,-8.05,11.33,15.76,-2.46,1460.39,1070.49,1776.62,1339.61,63318.63
Alkosign,543453,,Printing & Stationery,125.00,39.17,,5.73,,66.93,66.93,,,49.97,,,,-88.20,,,,,,,0.05,,1.04,,89.94
Alkyl Amines,506767,ALKYLAMINE,Chemicals,2137.15,5.06,11.22,-20.33,12.35,9.15,17.31,16.30,12.44,-15.15,9.68,15.68,11.91,-20.39,12.29,16.79,13.29,16.83,13.32,-2.12,218.21,138.52,294.74,196.29,10927.47
All E Tech,,ALLETEC,Computers - Software - Medium / Small,364.30,23.89,,31.50,,14.47,14.47,,,29.67,,,,-49.34,,,,,,,10.13,,13.76,,735.67
Allcargo Gati,532345,ACLGATI,Trading,98.02,8.91,-1.84,10.49,,1.44,-1.46,0.06,4.30,20.73,-10.61,-7.24,-3.59,11.61,,,,,,-5.32,-32.55,-1.07,9.56,55.37,1441.05
Allcargo Logist.,532749,ALLCARGO,Miscellaneous,64.07,7.90,13.85,4.07,-10.93,6.55,6.55,13.06,10.50,-8.54,2.46,0.91,2.39,4.07,-10.93,-7.45,-0.85,-7.45,-1.11,-6.35,387.55,302.32,587.71,455.51,6296.68
Allcargo Termi,543954,ATL,Miscellaneous,51.25,,,,,3.86,3.86,,,,,,,,,,,,,,,,,,1259.19
Alliance Integ.,534064,,Steel - Medium / Small,25.11,-2.61,-7.28,3.53,-5.66,-20.86,8.19,-6.05,-8.85,84.26,-8.57,5.09,-5.01,6.72,-2.16,-9.84,,-16.64,,-8.41,-90.36,-67.37,-18.49,-10.28,991.72
Allied Blenders,544203,ABDL,Breweries & Distilleries,301.05,12.32,,0.53,,5.76,5.76,,,5.17,,,,-0.66,,,,,,,2.73,,163.53,,8420.67
Allied Digital,532875,ADSL,Computers - Software - Medium / Small,213.47,24.26,23.44,33.55,35.90,4.46,35.36,18.03,9.97,20.16,14.66,10.13,5.68,29.75,33.30,96.84,14.44,99.53,16.52,2.14,35.99,20.53,51.14,36.90,1183.31
Allsec Tech.,532633,ALLSEC,Computers - Software - Medium / Small,1051.80,19.26,12.44,21.09,26.04,12.74,14.64,5.71,8.93,19.97,23.62,8.52,18.35,21.09,26.04,0.52,16.02,0.52,16.02,0.00,44.07,37.14,63.07,49.77,1602.94
Almondz Global,531400,ALMONDZ,Finance & Investments,36.47,22.86,9.30,1.18,24.48,2.28,10.22,12.20,2.04,2.21,17.18,25.38,4.53,-0.01,23.60,67.46,14.00,68.31,14.40,-1.93,15.26,9.67,20.00,14.54,605.79
Alok Industries,521070,ALOKINDS,Textiles - Processing,26.19,12.71,10.45,19.42,12.84,-20.58,-1.63,-6.35,-12.68,-31.54,21.10,10.85,-35.08,19.42,14.32,9.77,,7.99,,0.00,-1109.10,-3614.46,-221.07,-1713.96,13003.96
Alpa Laboratorie,532878,ALPA,Pharmaceuticals - Indian - Formulations,93.57,3.78,7.16,47.87,80.74,10.93,13.96,8.00,6.79,36.72,30.70,10.34,13.95,47.87,80.74,26.77,18.05,26.77,18.05,0.63,8.46,5.59,11.59,8.69,196.87
Alpex Solar,,ALPEXSOLAR,Electric Equipment,724.00,40.57,,95.95,,17.59,17.59,,,55.86,,,,,,,,,,,6.51,,12.98,,1771.87
Alphageo (India),526397,ALPHAGEO,Miscellaneous,467.45,-11.66,-24.61,-35.49,-47.63,-5.67,-33.96,-14.92,0.46,-12.44,-24.51,-18.04,-4.19,-35.49,-47.63,-38.57,-25.18,-38.23,-24.27,-0.13,1.68,18.32,6.73,30.95,297.52
Alphalogic Indu,543937,,Engineering,270.00,145.32,,208.55,,143.48,143.48,,,174.08,,,,-16.77,,,,,,,,,,,275.11
Alphalogic Tech.,542770,,Computers - Software - Medium / Small,214.60,114.28,,81.60,,84.86,84.86,,,74.74,,,,74.09,,,,,,-0.97,2.36,,4.16,,1298.78
Alpine Housing,526519,,Construction,138.65,10.94,13.20,6.33,2.97,6.48,6.48,11.01,3.92,1.74,0.37,3.19,6.72,6.33,2.97,1.85,7.38,1.87,7.33,0.14,2.86,2.89,5.83,5.38,240.17
Alps Industries,530715,ALPSINDUS,Textiles - Products,3.37,-80.41,-65.14,9.92,5.89,-18.86,-18.86,-54.87,-45.46,29.07,-20.37,10.91,-24.14,9.92,5.89,6.44,4.28,6.44,4.28,-4.86,-79.39,-79.89,-21.19,-34.18,13.18
Alstone Textiles,539277,,Trading,0.81,,,264.26,122.17,-80.95,-100.00,9.20,43.61,264.26,127.97,94.22,50.49,264.28,122.17,114.44,,114.44,50.49,-6.22,0.66,0.34,0.67,0.35,103.26
Alufluoride,524634,,Chemicals,491.55,62.34,20.25,225.20,19.84,21.01,21.01,24.13,19.00,149.02,27.93,38.51,32.41,225.20,17.21,31.72,32.55,33.82,34.03,0.09,9.07,6.67,14.54,10.18,384.42
Aluwind,,ALUWIND,Construction,58.10,58.08,,113.02,,68.60,68.60,,,79.78,,,,-61.50,,,,,,,,,,,144.36
Amal,506597,,Chemicals,353.95,41.45,,-42.19,,40.39,40.39,,,7.53,,,,-42.13,,,,,,5.19,0.85,,4.66,,437.58
Amalgamated Elec,501622,,Miscellaneous,50.47,,,6.27,7.39,-90.00,-100.00,0.00,,6.27,7.39,-2.18,,6.27,7.32,-2.34,,-2.18,,0.00,-0.16,-0.11,-0.16,-0.10,14.01
Amanaya Ventures,543804,,Trading,19.00,70.74,,115.44,,39.73,39.73,,,74.72,,,,37.30,,,,,,,0.05,,0.07,,7.10
Amara Raja Ener.,500008,ARE&M,Auto Ancillaries,1612.35,16.35,10.64,12.01,13.17,12.11,8.38,11.31,12.60,12.82,11.38,9.82,10.93,9.46,11.62,8.56,8.49,9.64,9.24,4.80,691.21,576.79,942.64,818.00,29510.09
Amarjothi Spg.,521097,,Textiles - Cotton/Blended,261.10,4.24,-2.23,-21.07,-6.23,-8.68,-9.43,-1.90,-0.44,-6.85,-7.83,-6.25,-6.55,-21.07,-6.23,-6.69,-8.77,-6.69,-8.77,4.84,13.13,12.33,22.83,25.56,176.24
Amarnath Sec.,538465,,Finance & Investments,47.46,4.43,0.50,,4.84,7.50,7.50,2.71,6.42,207.23,5.68,6.23,13.74,16.55,4.84,6.79,14.28,6.79,14.28,6.96,0.11,0.13,0.15,0.18,14.24
Amba Enterprises,539196,,Electric Equipment,231.05,36.51,26.00,41.89,40.93,25.66,13.36,28.75,45.96,34.22,32.37,28.28,27.98,41.89,40.93,29.14,29.30,29.14,29.37,1.10,4.16,2.56,6.07,3.81,292.52
Ambalal Sarabhai,500009,,Trading,69.05,2.01,2.91,-21.54,5.90,1.93,1.93,3.77,5.18,-4.31,3.68,23.44,18.69,-21.54,5.90,13.99,8.66,13.99,8.66,0.01,15.51,1.33,21.42,8.06,529.15
Ambani Orgochem,,AMBANIORGO,Chemicals,100.00,16.40,11.48,,,18.95,5.64,14.69,,-8.24,-3.23,4.37,,,,,,,,-14.72,1.10,,5.24,,70.59
Ambar Protein,519471,,Solvent Extraction,144.20,2.47,7.89,-6.47,9.18,7.42,8.44,8.11,7.73,-1.67,13.01,12.87,19.76,-6.47,9.18,3.90,44.38,3.90,44.38,-3.98,3.10,2.45,6.83,4.92,82.92
Ambassador Intra,542524,,Trading,31.50,,,-9.14,-9.71,-48.60,-56.56,,,-12.64,-7.79,10.41,,-9.14,-9.71,,,16.99,,-0.01,0.02,0.01,0.03,0.02,6.59
Amber Enterp.,540902,AMBER,Electronics - Components,4389.50,30.46,19.58,16.33,7.42,28.19,38.80,22.22,21.33,28.18,19.61,21.55,21.06,16.33,5.95,23.22,14.95,29.49,20.11,-0.40,129.93,87.99,260.15,187.28,14789.86
Ambey,,AMBEY,Chemicals,67.20,,,,,3.50,3.50,,,,,,,,,,,,,,,,,,167.64
Ambica Agarbat.,532335,AMBICAAGAR,Chemicals,26.23,-11.96,-6.67,,,3.30,-14.39,-2.78,0.35,-2.92,-9.78,-6.13,-4.64,,,,,,,-4.94,1.74,0.56,10.05,8.60,45.06
Ambika Cotton,531978,AMBIKCO,Textiles - Cotton/Blended,1994.10,9.14,4.65,-2.50,-0.07,1.65,-2.84,6.55,5.62,1.50,1.01,3.24,2.40,-2.50,-0.07,1.80,2.99,1.80,2.72,0.00,94.99,74.86,137.38,107.88,1141.62
Ambition Mica,539223,,Miscellaneous,2.84,-41.54,-32.24,,,-6.42,-37.88,-17.56,-4.64,-27.28,-19.00,-12.66,-3.77,,,,,,,0.00,-7.63,-2.96,-4.41,-0.12,4.24
Ambitious Plasto,526439,,Trading,8.25,,53.91,36.54,16.24,-100.00,-100.00,25.58,33.16,36.54,16.24,2.64,,36.54,16.24,5.96,7.35,5.96,,0.00,-0.17,-0.13,-0.16,-0.13,4.79
Ambo Agritec,543678,,Solvent Extraction,75.16,,,,,,,,,,,,,,,,,,,,,,,,70.61
Ambuja Cements,500425,AMBUJACEM,Cement - North India,652.80,10.59,4.95,11.29,8.46,8.68,4.08,7.42,13.73,10.97,11.16,12.18,14.46,7.59,6.28,18.02,7.16,19.74,10.99,7.05,2711.74,2039.50,4765.27,3474.97,160792.70
Amco India,530133,,Aluminium and Aluminium Products,60.37,5.45,5.36,-17.35,1.78,3.92,3.92,8.67,6.41,-6.45,4.90,-1.07,17.00,-17.35,1.78,-8.87,8.16,-8.87,8.16,0.88,1.58,1.23,3.46,2.77,24.81
AMD Industries,532828,AMDIND,Packaging,70.84,32.79,12.27,2.83,,-2.71,12.09,9.29,4.29,18.64,3.07,-0.64,-2.29,2.83,,,,,,0.05,5.16,3.50,15.36,13.38,135.80
Amerise BioScie,531681,,Finance & Investments,0.70,,,15.95,,-100.00,-100.00,,,15.95,,9.11,,15.95,,9.11,,9.11,,0.00,-0.04,-0.12,-0.04,-0.12,4.62
Ameya Precision,,AMEYA,Engineering,126.10,11.35,9.29,2.73,28.34,7.19,7.19,,,-0.51,11.65,,,-69.31,-45.88,,,,,,2.16,,3.26,,94.58
Amforge Inds.,513117,,Finance & Investments,11.70,-31.25,-16.63,,,-33.09,-3.57,-11.91,-13.50,-14.81,1.02,11.86,-4.98,,,10.21,,10.21,,0.07,0.44,-0.85,0.70,0.64,16.83
Ami Organics,543349,AMIORG,Pharmaceuticals - Indian - Bulk Drugs,1333.15,28.19,24.64,3.22,20.63,18.57,18.57,23.88,,18.50,26.21,28.62,,-2.07,-6.17,-20.49,,25.63,,-13.73,59.50,,90.35,,5453.32
Amiable Logistic,,AMIABLE,Miscellaneous,81.50,21.04,,68.52,,-13.02,-13.02,,,71.21,,,,-17.99,,,,,,,0.68,,1.05,,14.25
Amic Forging,544037,,Castings & Forgings,1664.45,68.45,,189.50,,62.68,62.68,,,133.96,,,,18.03,,,,,,,,,,,1745.74
Amin Tannery,541771,,Leather / Leather Products,2.42,20.28,4.82,53.26,20.79,-10.85,-10.53,,,3.64,-5.62,,,53.26,20.79,,,,,0.00,0.22,,1.81,,26.13
Amines & Plast.,506248,AMNPLST,Chemicals,325.25,13.55,7.29,6.92,19.38,10.66,8.32,11.88,10.25,7.59,14.51,13.38,15.23,6.92,19.38,15.19,28.24,15.19,28.24,0.00,29.15,20.74,48.80,37.78,1789.53
Amit Internation,531300,,Trading,4.63,,,-18.64,-25.74,-100.00,,,,-17.45,-25.79,23.97,6.05,-18.64,-25.74,16.28,12.22,16.28,12.22,0.00,0.09,0.04,0.12,0.05,8.77
